user_id,product_id,rating,timestamp
A3FO5AKVTFRCRJ,0739079891,5.0,1477785600
A1H4I7VO8YVMEI,0739079891,1.0,1422403200
A1NZF2Y9MQD5QA,0739079891,4.0,1420329600
A24K057TXUJASY,0739079891,5.0,1419552000
A1XN2ORFU4W0SY,0739079891,5.0,1416355200
A277ZN2W6AIR4L,0739079891,5.0,1416355200
A1J6YHDF0BX9MU,0739079891,5.0,1412812800
AKBCG98VTCOCQ,0739079891,2.0,1406246400
A99K7S15XOQ45,0739079891,4.0,1404777600
AH0XON4XDOF2C,0739079891,3.0,1392940800
A224LOZUTJTM3O,0739079891,4.0,1390089600
A28FADP9FITQVK,0739079891,5.0,1388966400
A7SV98BQ4X543,0739079891,3.0,1376092800
AOCBJFQ7UPEOJ,0739079891,4.0,1375056000
A1IU7S4HCK1XK0,0739079891,3.0,1335657600
A3CEV9KBYLPK2L,1480360295,3.0,1493596800
A3OULY1DYPR5R8,1480360295,3.0,1467244800
A1IVXL7131OOIW,1480360295,5.0,1459296000
A2053ZJUGCKUA5,1480360295,1.0,1456012800
AX71EDWGK5ND5,1480360295,5.0,1428624000
AVOFQL8D5NLUO,1480360295,4.0,1420934400
A11FWGZDJHCKAY,1480360295,2.0,1411084800
A1K3LPKZN4OZ66,1480360295,2.0,1396915200
A14O27AIZCIZEG,1480360295,1.0,1395705600
A13GMS7FWV3TQ0,1480360295,2.0,1392076800
A39TQCCNDU0A9D,1480360295,5.0,1386374400
A24K057TXUJASY,1480360295,4.0,1376352000
AC3YNTR5UXE8L,1480360295,4.0,1375488000
A15UON6342H4YU,1480360295,5.0,1365206400
A3D6VWDWBNIDAA,1480360295,3.0,1364774400
A1OCUKI8ZBUVX3,1480360295,4.0,1360713600
A2RLQKE9NHSSZB,1480360295,5.0,1360281600
A1S0NIJ5PDREYV,1480360295,5.0,1356134400
A1ROUMJOGO4QMB,1480360295,2.0,1355702400
AU36YCQBO0NY7,1480360295,5.0,1347408000
A2Z89YMZZJWBHS,9792372326,5.0,1318896000
A2GWSCGKIKHI1Z,9792372326,5.0,1299369600
A3F2PULX68Q5JM,9792372326,5.0,1426896000
A2WOUVM2UNSFHF,9792372326,5.0,1416268800
A6MZMMGM6B8SG,9792372326,5.0,1410480000
ACOIJWM9X3H38,9792372326,1.0,1405382400
AS9RM87LDBAS6,9792372326,4.0,1390780800
A2I68YUPOE32TF,9792372326,5.0,1383609600
A24VPAWMLWXMK,9792372326,5.0,1363996800
A1HNO4HUHGJEV0,B00000J50W,5.0,1503100800
A3RNEERTLM60IF,B00000J50W,5.0,1462320000
A16TTLR76B6IX6,B00000J50W,3.0,1420848000
A2DL61Q3YPXBJ5,B00000J50W,5.0,1393459200
A3CJJTJ9U94Y4I,B00000J50W,5.0,1389312000
A24JLQAA3915HU,B00000J50W,5.0,1360627200
A211A51H4XNPUF,B00001W0DH,4.0,1342051200
A3N0P5AAMP6XD2,B00001W0DH,4.0,1336780800
A2H629SI5VJGRM,B00001W0DH,5.0,1296086400
A36AR58F2H43TR,B00001W0DT,5.0,1420416000
A13EL3W059BU5L,B00001W0DT,5.0,1412467200
A6FIAB28IS79,B00001W0DT,4.0,1244332800
A146524IUDV0WL,B00001W0DT,5.0,1231200000
A2X85K6IXO0LX5,B00001W0DT,5.0,1210204800
A271NPTKPBRAAP,B00001W0DH,5.0,1197331200
AH91ZJ8W8NCLR,B00001W0DH,5.0,1176249600
A2GX6DZPHMW9BQ,B00004UE29,5.0,1494892800
A17V6IWPTMUXXY,B00004UE29,5.0,1484524800
ADVTR7YAZ0TFN,B00004UE29,3.0,1479513600
A14GQSDDHH5V6E,B00004UE29,5.0,1467158400
A21U2CZHHWYWAH,B00004UE29,5.0,1458345600
A3H7KRFR3680XE,B00004UE29,3.0,1454630400
A1NX6ENN9VUZ6T,B00004UE29,5.0,1454284800
A1SSL7MB5QADDD,B00004UE29,5.0,1443571200
A20VJT1JJMCZZS,B00004UE29,5.0,1419638400
A3AD9PRDBV9IUD,B00004UE29,5.0,1410393600
A1949E61IXT41X,B00004UE29,5.0,1410307200
A3L59H0CYLJUYG,B00004UE29,5.0,1409184000
A3FX12GISECPBF,B00004UE29,4.0,1395187200
ATLCEY1YIP1DG,B00004UE29,5.0,1393632000
A3EWG5C5KW5W9C,B00004UE29,5.0,1393632000
ANUPHWDY23VZ3,B00004UE29,4.0,1391040000
A1R0798K5DDQZP,B00004UE29,5.0,1389916800
A2AOV4F1VZBRIG,B00004UE29,5.0,1373846400
A12675J4VAMLF8,B00004UE29,5.0,1369612800
A3W9J90K55B2S,B00004UE29,5.0,1318204800
A1E8PWW106DRBE,B00004UE2D,1.0,1096934400
A2X4TZM7CXZYLQ,B00004UE2D,5.0,1506384000
A1I3GXI6LSFS4O,B00004UE2D,3.0,1498694400
A3G4B93O4EI9T6,B00004UE2D,5.0,1444176000
AFS3FQR5JSDVJ,B00004UE2D,4.0,1392249600
AJGIN15VFGXBG,B00004UE2D,5.0,1339718400
A2LFI5IVQGTL8T,B00004UE2D,5.0,1264291200
A8TXK4306QRHQ,B00004UE2D,5.0,1250035200
A2PD27UKAD3Q00,B00004UE2D,5.0,1143158400
A32QOZWIKQDNZX,B00004UE2D,1.0,1113868800
A9GIGJUB98JNR,B00004Y2V2,5.0,1291507200
A29B7XB1L2RVCO,B00004Y2V2,5.0,1372982400
A2197WR2BE9X5S,B00004Y2V2,5.0,1372723200
A1YY6XIBJ4YUW1,B00004Y2V2,5.0,1371772800
AHE4RU04NVDHR,B00004Y2V2,5.0,1359244800
A1MKI8U0B5F9BO,B00004Y2V2,5.0,1356393600
AC8U65Y5CW2UE,B00004Y2V2,5.0,1350000000
A1LS2UXHG1BYRG,B00004Y2V2,5.0,1347926400
A3M1PLEYNDEYO8,B00004Y2UT,5.0,1215302400
A3T4OHEAHOJ700,B00004Y2UT,5.0,1166659200
A1UPZM995ZAH90,B00004Y2UT,5.0,1390089600
AMNTZU1YQN1TH,B00004Y2UT,5.0,1389139200
A2A039TZMZHH9Y,B00004Y2UT,5.0,1356048000
AJNFQI3YR6XJ5,B00004Y2UT,3.0,1353024000
A2NYK9KWFMJV4Y,B00004Y2UT,5.0,1334793600
A1I15EY2DOJRKY,B00005ML71,4.0,1521072000
A1R53AIIG40UBJ,B00005ML71,4.0,1520035200
A3NKV30HNK25VI,B00005ML71,3.0,1516752000
A2G3VQU2GRN8BU,B00005ML71,5.0,1516147200
A1U7RNEQX9DLZV,B00005ML71,5.0,1514851200
AH6BWZKE4FQ01,B00005ML71,5.0,1514332800
A25WGC1PNEPM2M,B00005ML71,4.0,1508198400
ATJN91PH28F6T,B00005ML71,5.0,1502841600
A2XP1F29W6TIZO,B00005ML71,1.0,1492387200
A19HYTAPU7POPV,B00005ML71,5.0,1491264000
